Loan Number,Country,Interest Rate,Currency of Commitment,Project ID,Original Principal Amount,Cancelled Amount,Disbursed Amount,Repaid to IBRD,Sold 3rd Party,First Repayment Date,Last Repayment Date
IBRD10340,Philippines,7.25,USD,P004436,"$60,012,467.57 ",$0.00 ,"$60,012,467.57 ","$59,332,494.77 ","$679,972.80 ",10/01/1978,04/01/1999
IBRD10345,Philippines,7.25,USD,P004436,"$987,532.43 ","$507,971.41 ","$479,561.02 ","$479,561.02 ",$0.00 ,10/01/1978,04/01/1999
IBRD10350,Philippines,7.25,USD,P004435,"$16,100,276.55 ",$0.00 ,"$16,100,276.55 ","$16,074,873.91 ","$25,402.64 ",01/01/1980,07/01/1999
IBRD10355,Philippines,7.25,USD,P004435,"$8,899,723.45 ","$1,654,504.04 ","$7,245,219.41 ","$7,245,219.41 ",$0.00 ,01/01/1980,07/01/1999
IBRD10360,Cote d'Ivoire,7.25,USD,P001104,"$2,600,000.00 ",$0.00 ,"$2,600,000.00 ","$2,600,000.00 ",$0.00 ,08/01/1979,02/01/1989
IBRD10370,Paraguay,8,USD,P007859,"$10,000,000.00 ","$12,554.27 ","$9,987,445.73 ","$9,987,445.73 ",$0.00 ,12/01/1979,06/01/1999
IBRD10380,Cameroon,7.25,USD,P000325,"$16,000,000.00 ",$0.00 ,"$16,000,000.00 ","$15,716,306.40 ","$283,693.60 ",12/15/1977,06/15/1999
IBRD10390,Cameroon,8,USD,P000326,"$6,500,000.00 ",$0.00 ,"$6,500,000.00 ","$6,500,000.00 ",$0.00 ,10/01/1980,04/01/1994
IBRD10400,Indonesia,8,USD,P003746,"$25,000,000.00 ","$839,921.61 ","$24,160,078.39 ","$22,128,952.52 ","$2,031,125.87 ",10/15/1979,04/15/1994
IBRD10410,Tanzania,8,USD,P002694,"$9,000,000.00 ",$0.00 ,"$9,000,000.00 ","$9,000,000.00 ",$0.00 ,11/01/1979,05/01/1999
IBRD10420,Tunisia,7.25,USD,P005617,"$23,300,000.00 ","$105,930.42 ","$23,194,069.58 ","$19,379,874.37 ","$3,814,195.21 ",01/15/1978,07/15/1989
IBRD10430,Jamaica,8,USD,P007414,"$12,500,000.00 ",$0.00 ,"$12,500,000.00 ","$12,500,000.00 ",$0.00 ,01/15/1979,07/15/1999
IBRD10440,Malaysia,8,USD,P004240,"$36,000,000.00 ",$0.00 ,"$36,000,000.00 ","$30,339,699.74 ","$5,660,300.26 ",12/01/1982,06/01/1997
IBRD10450,Nigeria,7.25,USD,P002022,"$20,000,000.00 ","$605,242.15 ","$19,394,757.85 ","$19,394,757.85 ",$0.00 ,08/15/1979,02/15/1994
IBRD10460,"Iran, Islamic Republic of",8,USD,P005206,"$40,000,000.00 ","$5,072,975.72 ","$34,927,024.28 ","$29,040,281.99 ","$5,886,742.29 ",07/01/1979,01/01/1989
IBRD10470,"Iran, Islamic Republic of",8,USD,P005207,"$12,500,000.00 ","$11,900,000.00 ","$600,000.00 ","$433,909.76 ","$166,090.24 ",02/15/1979,08/15/1988
IBRD10480,Philippines,8,USD,P004437,"$20,000,000.00 ","$644,798.65 ","$19,355,201.35 ","$18,938,178.48 ","$417,022.87 ",10/01/1978,04/01/1992
IBRD10490,Indonesia,8,USD,P003747,"$12,910,821.49 ",$0.00 ,"$12,910,821.49 ","$12,881,912.89 ","$28,908.60 ",04/15/1981,10/15/2004
IBRD10495,Indonesia,8,USD,P003747,"$1,589,178.51 ","$653,936.01 ","$935,242.50 ","$935,242.50 ",$0.00 ,04/15/1981,10/15/2004
IBRD10500,El Salvador,8,USD,P007151,"$2,500,000.00 ",$0.00 ,"$2,500,000.00 ","$2,500,000.00 ",$0.00 ,04/01/1981,10/01/2004
IBRD10510,Dominican Republic,8,USD,P006982,"$21,000,000.00 ","$84,255.03 ","$20,915,744.97 ","$20,915,744.97 ",$0.00 ,02/01/1985,08/01/2004
IBRD10520,Philippines,8,USD,P004433,"$30,000,000.00 ","$211,503.40 ","$29,788,496.60 ","$29,788,496.60 ",$0.00 ,07/15/1977,01/15/1995
IBRD10530,Mexico,8,USD,P007534,"$29,028,425.45 ","$12,000,000.00 ","$17,028,425.45 ","$17,028,425.45 ",$0.00 ,03/15/1980,09/15/1999
IBRD10535,Mexico,8,USD,P007534,"$17,532,309.89 ","$12,019,735.34 ","$5,512,574.55 ","$5,512,574.55 ",$0.00 ,03/15/1980,09/15/1999
IBRD1053S,Mexico,8,USD,P007534,"$3,439,264.66 ",$0.00 ,"$3,439,264.66 ","$3,439,264.66 ",$0.00 ,09/15/1998,09/15/1999
IBRD10540,Indonesia,8,USD,P003743,"$50,000,000.00 ","$1,410.60 ","$49,998,589.40 ","$49,021,529.94 ","$977,059.46 ",11/01/1976,11/01/1992
IBRD10550,Liberia,8,USD,P001420,"$4,000,000.00 ","$33,400.52 ","$3,966,599.48 ","$3,966,599.48 ",$0.00 ,07/01/1976,07/01/1990
IBRD10560,Trinidad and Tobago,8,USD,P008087,"$5,000,000.00 ","$2,617,539.05 ","$2,382,460.95 ","$2,382,460.95 ",$0.00 ,04/01/1977,10/01/1988
IBRD10570,Zambia,7.25,USD,P003167,"$20,000,000.00 ",$717.41 ,"$19,999,282.59 ","$19,999,282.59 ",$0.00 ,06/15/1979,06/15/1999
IBRD10580,Swaziland,8,USD,P002653,"$3,500,000.00 ","$800,981.30 ","$2,699,018.70 ","$2,699,018.70 ",$0.00 ,01/01/1979,07/01/1999
IBRD10590,Paraguay,8,USD,P007860,"$14,500,000.00 ","$27,243.14 ","$14,472,756.86 ","$14,326,158.16 ","$146,598.70 ",02/15/1980,08/15/1999
IBRD10600,Serbia,8,USD,P009163,"$18,295,000.00 ",$0.00 ,"$18,295,000.00 ","$18,089,889.47 ","$205,110.53 ",10/01/1978,04/01/1999
IBRD10601,Serbia,8,USD,P009163,"$3,567,197.02 ","$1,571,197.02 ","$1,996,000.00 ","$1,996,000.00 ",$0.00 ,10/01/1978,04/01/1999
IBRD10610,Morocco,8,USD,P005371,"$30,000,000.00 ",$0.00 ,"$30,000,000.00 ","$30,000,000.00 ",$0.00 ,07/01/1977,01/01/1990
IBRD10620,"Egypt, Arab Republic of",8,USD,P004994,"$35,000,000.00 ",$0.00 ,"$35,000,000.00 ","$35,000,000.00 ",$0.00 ,05/15/1980,11/15/1999
IBRD10630,Tanzania,8,USD,P002696,"$30,000,000.00 ",$0.00 ,"$30,000,000.00 ","$30,000,000.00 ",$0.00 ,03/01/1985,09/01/2004
IBRD10640,"Egypt, Arab Republic of",8,USD,P004995,"$50,000,000.00 ","$4,215,166.67 ","$45,784,833.33 ","$44,384,833.33 ","$1,400,000.00 ",01/15/1979,07/15/1994
IBRD10650,Madagascar,8,USD,P001478,"$6,750,000.00 ","$8,838.79 ","$6,741,161.21 ","$6,741,161.21 ",$0.00 ,05/15/1985,11/15/1999
IBRD10660,Croatia,8,USD,P009165,"$6,000,000.00 ","$132,683.27 ","$5,867,316.73 ","$5,867,316.73 ",$0.00 ,04/15/1979,10/15/1998
IBRD10670,Brazil,8,USD,P006264,"$23,500,000.00 ","$2,854,713.15 ","$20,645,286.85 ","$20,645,286.85 ",$0.00 ,03/15/1985,09/15/2004
IBRD10680,Tunisia,8,USD,P005616,"$12,200,000.00 ","$560,611.61 ","$11,639,388.39 ","$11,394,388.39 ","$245,000.00 ",08/15/1982,08/15/1999
IBRD10690,Cote d'Ivoire,8,USD,P001107,"$20,000,000.00 ","$2,663,149.42 ","$17,336,850.58 ","$17,336,850.58 ",$0.00 ,05/15/1980,11/15/1994
IBRD10700,"Korea, Republic of",8,USD,P004063,"$15,000,000.00 ",$0.00 ,"$15,000,000.00 ","$15,000,000.00 ",$0.00 ,03/15/1982,09/15/1999
IBRD10710,Colombia,8,USD,P006741,"$5,500,000.00 ","$69,183.23 ","$5,430,816.77 ","$4,001,994.95 ","$1,428,821.82 ",09/15/1978,09/15/1986
IBRD10720,Colombia,8,USD,P006742,"$27,000,000.00 ","$2,440,316.05 ","$24,559,683.95 ","$23,678,165.82 ","$881,518.13 ",05/15/1980,11/15/1999
IBRD10730,Colombia,8,USD,P006740,"$15,000,000.00 ",$0.00 ,"$15,000,000.00 ","$14,460,836.75 ","$539,163.25 ",05/15/1980,11/15/1994
IBRD10740,Brazil,8,USD,P006267,"$175,000,000.00 ","$988,885.63 ","$174,011,114.37 ","$174,011,114.37 ",$0.00 ,06/01/1980,12/01/1999
IBRD10750,Brazil,8,USD,P006266,"$110,000,000.00 ","$6,142,147.24 ","$103,857,852.76 ","$103,857,852.76 ",$0.00 ,03/01/1980,09/01/1994
IBRD10760,Cote d'Ivoire,8,USD,P001111,"$9,000,000.00 ",$0.00 ,"$9,000,000.00 ","$8,820,468.26 ","$179,531.74 ",05/15/1978,11/15/1999
IBRD10770,Cote d'Ivoire,8,USD,P001106,"$31,000,000.00 ","$3,112,573.86 ","$27,887,426.14 ","$27,887,426.14 ",$0.00 ,05/15/1981,11/15/1994
IBRD10780,Turkey,8,USD,P008909,"$65,000,000.00 ",$0.00 ,"$65,000,000.00 ","$65,000,000.00 ",$0.00 ,04/15/1977,10/15/1989
IBRD10790,India,8,USD,P009698,"$109,000,000.00 ",$0.00 ,"$109,000,000.00 ","$99,931,602.21 ","$9,068,397.79 ",01/01/1980,07/01/1990
IBRD10800,Philippines,8,USD,P004432,"$13,800,430.92 ",$0.00 ,"$13,800,430.92 ","$13,800,430.92 ",$0.00 ,04/15/1982,10/15/1999
IBRD10805,Philippines,8,USD,P004432,"$3,199,569.08 ","$7,784.17 ","$3,191,784.91 ","$3,191,784.91 ",$0.00 ,04/15/1982,10/15/1999
IBRD10810,Honduras,8,USD,P007347,"$35,000,000.00 ","$42,923.40 ","$34,957,076.60 ","$33,473,201.93 ","$1,483,874.67 ",08/01/1979,08/01/1999
IBRD10820,Romania,8,USD,P008693,"$70,000,000.00 ",$0.00 ,"$70,000,000.00 ","$68,116,587.56 ","$1,883,412.44 ",05/01/1980,11/01/1999
IBRD10830,Romania,8,USD,P008692,"$30,000,000.00 ",$0.00 ,"$30,000,000.00 ","$27,810,243.11 ","$2,189,756.89 ",02/01/1980,08/01/1994
IBRD10840,Gabon,8,USD,P000781,"$5,000,000.00 ","$2,143,564.82 ","$2,856,435.18 ","$2,856,435.18 ",$0.00 ,03/15/1979,09/15/1989
IBRD10850,"Egypt, Arab Republic of",8,USD,P004993,"$40,000,000.00 ",$0.00 ,"$40,000,000.00 ","$40,000,000.00 ",$0.00 ,03/15/1980,09/15/1994
IBRD10860,World,8.5,USD,,"$50,000,000.00 ",$0.00 ,"$50,000,000.00 ","$50,000,000.00 ",$0.00 ,07/01/1978,01/01/1995
IBRD10870,Bangladesh,6.15,USD,P009367,"$54,895,633.38 ",$0.00 ,"$54,895,633.38 ","$54,895,633.38 ",$0.00 ,01/01/1985,07/01/2004
IBRD10880,Tunisia,8,USD,P005618,"$28,000,000.00 ",$0.00 ,"$28,000,000.00 ","$27,920,495.77 ","$79,504.23 ",04/01/1979,10/01/1999
IBRD10890,Indonesia,8.5,USD,P003744,"$115,000,000.00 ",$0.00 ,"$115,000,000.00 ","$94,485,717.82 ","$20,514,282.18 ",08/15/1978,02/15/1990
IBRD10900,"Congo, Democratic Republic of",8,USD,P003019,"$100,000,000.00 ",$0.00 ,"$100,000,000.00 ","$100,000,000.00 ",$0.00 ,06/01/1979,12/01/1989
IBRD10910,Nigeria,8,USD,P002028,"$21,000,000.00 ","$191,887.29 ","$20,808,112.71 ","$20,389,658.90 ","$418,453.81 ",01/01/1981,07/01/1994
IBRD10920,Nigeria,8,USD,P002025,"$29,000,000.00 ","$574,887.62 ","$28,425,112.38 ","$28,425,112.38 ",$0.00 ,01/15/1980,07/15/1994
IBRD10930,Kenya,8.5,USD,P001243,"$7,500,000.00 ","$7,500,000.00 ",$0.00 ,$0.00 ,$0.00 ,08/01/1980,02/01/2000
IBRD10940,"Korea, Republic of",8.5,USD,P004061,"$100,000,000.00 ",$0.00 ,"$100,000,000.00 ","$81,816,797.40 ","$18,183,202.60 ",05/15/1980,11/15/1994
IBRD10950,"Korea, Republic of",8.5,USD,P004059,"$60,000,000.00 ",$0.00 ,"$59,999,999.98 ","$59,999,999.98 ",$0.00 ,06/01/1977,12/01/1992
IBRD10960,"Korea, Republic of",8.5,USD,P004060,"$22,500,000.00 ",$0.00 ,"$22,500,000.00 ","$22,500,000.00 ",$0.00 ,09/15/1982,03/15/2000
IBRD10970,India,8.5,USD,P009697,"$100,000,000.00 ","$6,192,774.33 ","$93,807,387.25 ","$93,807,387.25 ",$0.00 ,11/15/1976,11/15/1992
IBRD10980,"Egypt, Arab Republic of",8.5,USD,P004996,"$37,000,000.00 ","$1,413,448.88 ","$35,586,551.12 ","$35,586,551.12 ",$0.00 ,05/15/1979,11/15/1999
IBRD10990,Nigeria,8,USD,P002024,"$19,000,000.00 ","$51,660.94 ","$18,948,339.06 ","$18,948,339.06 ",$0.00 ,01/15/1980,07/15/1994
IBRD11000,Indonesia,8.5,USD,P003741,"$43,984,235.17 ",$0.00 ,"$43,984,235.17 ","$36,556,924.56 ","$7,427,310.61 ",05/15/1981,11/15/2004
IBRD11005,Indonesia,8.5,USD,P003741,"$21,015,764.83 ","$637,252.41 ","$20,378,512.42 ","$20,378,512.42 ",$0.00 ,05/15/1981,11/15/2004
IBRD11010,"Korea, Republic of",8.5,USD,P004062,"$100,000,000.00 ",$0.00 ,"$100,000,000.00 ","$95,748,830.97 ","$4,251,169.03 ",04/15/1980,10/15/1999
IBRD11020,Philippines,8.5,USD,P004431,"$17,886,371.92 ",$0.00 ,"$17,886,371.92 ","$17,886,371.92 ",$0.00 ,04/15/1982,10/15/1999
IBRD11025,Philippines,8.5,USD,P004431,"$7,113,628.08 ",$0.00 ,"$7,113,628.08 ","$7,113,628.08 ",$0.00 ,04/15/1982,10/15/1999
IBRD11030,Nigeria,8,USD,P002027,"$17,500,000.00 ","$1,172,682.02 ","$16,327,317.98 ","$16,327,317.98 ",$0.00 ,01/15/1980,07/15/1994
IBRD11040,Guatemala,8.5,USD,P007185,"$26,000,000.00 ","$228,456.93 ","$25,771,543.07 ","$24,566,919.99 ","$1,204,623.08 ",10/15/1979,04/15/1995
IBRD11050,Kenya,8.5,USD,P001247,"$8,000,000.00 ",$0.00 ,"$8,000,000.00 ","$8,000,000.00 ",$0.00 ,10/15/1979,04/15/2000
IBRD11060,Guyana,8.5,USD,P007233,"$8,000,000.00 ","$2,604,704.92 ","$5,395,295.08 ","$5,395,295.08 ",$0.00 ,06/01/1985,12/01/2004
IBRD11070,Pakistan,8.5,USD,P010087,"$60,000,000.00 ","$7,712,658.64 ","$52,287,341.36 ","$48,922,435.16 ","$3,364,906.20 ",03/15/1980,03/15/1997
IBRD11080,Swaziland,8.5,USD,P002652,"$7,000,000.00 ","$20,540.56 ","$6,979,459.44 ","$6,979,459.44 ",$0.00 ,06/01/1978,12/01/1997
IBRD11090,Finland,8.5,USD,P037382,"$20,000,000.00 ","$14,289,810.55 ","$5,710,189.45 ","$5,710,189.45 ",$0.00 ,12/01/1977,06/01/1990
IBRD11100,Mexico,8.5,USD,P007535,"$110,000,000.00 ",$0.00 ,"$110,000,000.00 ","$110,000,000.00 ",$0.00 ,09/15/1980,03/15/2000
IBRD11110,Mexico,8.5,USD,P007536,"$119,828,587.62 ","$100,000,000.00 ","$19,828,587.62 ","$19,828,587.62 ",$0.00 ,09/15/1982,03/15/2000
IBRD11115,Mexico,8.5,USD,P007536,"$21,674,858.71 ","$6,625,446.33 ","$15,049,412.38 ","$15,049,412.38 ",$0.00 ,09/15/1982,03/15/2000
IBRD1111S,Mexico,8.5,USD,P007536,"$8,496,553.67 ",$0.00 ,"$8,496,553.67 ","$8,496,553.67 ",$0.00 ,09/15/1998,03/15/2000
IBRD11120,Mexico,8.5,USD,P007537,"$50,000,000.00 ",$0.00 ,"$50,000,000.00 ","$46,773,442.56 ","$3,226,557.44 ",01/15/1979,01/15/1989
IBRD11130,Senegal,8.5,USD,P002289,"$7,000,000.00 ","$2,896,974.31 ","$4,103,025.69 ","$4,103,025.69 ",$0.00 ,09/15/1980,03/15/1995
IBRD11140,Panama,8.5,USD,P007801,"$24,000,000.00 ",$0.00 ,"$24,000,000.00 ","$24,000,000.00 ",$0.00 ,09/01/1979,03/01/1995
IBRD11150,Malaysia,8.5,USD,P004241,"$26,530,676.28 ","$8,000,000.00 ","$18,530,676.28 ","$13,959,651.27 ","$4,571,025.01 ",12/01/1982,06/01/2000
IBRD11155,Malaysia,8.5,USD,P004241,"$192,011.17 ","$192,011.17 ",$0.00 ,$0.00 ,$0.00 ,12/01/1982,06/01/2000
IBRD1115S,Malaysia,8.5,USD,P004241,"$1,777,312.55 ",$0.00 ,"$1,777,312.55 ","$1,777,312.55 ",$0.00 ,12/01/1998,06/01/2000
IBRD11160,Israel,8.5,USD,P037412,"$35,000,000.00 ","$6,257.57 ","$34,993,742.43 ","$34,993,742.43 ",$0.00 ,02/15/1978,02/15/1990
IBRD11170,Kenya,8.5,USD,P001246,"$30,000,000.00 ",$0.00 ,"$30,000,000.00 ","$30,000,000.00 ",$0.00 ,06/15/1982,12/15/1999
IBRD11180,Colombia,8.5,USD,P006738,"$19,500,000.00 ","$1,000,687.55 ","$18,499,312.45 ","$17,238,001.60 ","$1,261,310.85 ",11/01/1979,05/01/1995
IBRD11190,Chile,8.5,USD,P006598,"$20,000,000.00 ","$8,480.36 ","$19,991,519.64 ","$19,991,519.64 ",$0.00 ,07/01/1979,01/01/1995
IBRD11200,Philippines,8.5,USD,P004434,"$30,000,000.00 ",$0.00 ,"$30,000,000.00 ","$30,000,000.00 ",$0.00 ,09/15/1979,03/15/1991
IBRD11210,Bolivia,8.5,USD,P006121,"$32,000,000.00 ","$3,300,000.00 ","$28,700,000.00 ","$28,700,000.00 ",$0.00 ,07/01/1980,01/01/2000
IBRD11220,Ghana,8.5,USD,P000847,"$23,000,000.00 ",$0.00 ,"$23,000,000.00 ","$23,000,000.00 ",$0.00 ,12/15/1980,06/15/2000
IBRD11230,Morocco,8.5,USD,P005370,"$18,500,000.00 ",$0.00 ,"$18,500,000.00 ","$18,187,057.63 ","$312,942.37 ",09/15/1980,03/15/1995
IBRD11240,Cote d'Ivoire,8.5,USD,P001110,"$9,700,000.00 ","$36,428.52 ","$9,663,571.48 ","$9,663,571.48 ",$0.00 ,11/15/1980,05/15/1995
IBRD11250,Cote d'Ivoire,8.5,USD,P001108,"$5,000,000.00 ","$42,077.53 ","$4,957,922.47 ","$4,957,922.47 ",$0.00 ,09/15/1980,03/15/2000
IBRD11260,Costa Rica,8.5,USD,P006912,"$41,000,000.00 ","$26,449.02 ","$40,973,550.98 ","$39,834,496.33 ","$1,139,054.65 ",10/01/1979,04/01/2000
IBRD11270,Indonesia,8.5,USD,P003745,"$41,000,000.00 ",$0.00 ,"$41,000,000.00 ","$36,457,130.20 ","$4,542,869.80 ",05/15/1980,11/15/1999
IBRD11280,Tanzania,8.5,USD,P002695,"$15,000,000.00 ","$531,897.91 ","$14,468,102.09 ","$14,468,102.09 ",$0.00 ,11/01/1980,05/01/1997
IBRD11290,"Yugoslavia, former",8.5,USD,P009161,"$50,000,000.00 ","$742,057.91 ","$49,257,942.09 ","$49,257,942.09 ",$0.00 ,10/15/1979,04/15/1990
IBRD11300,Turkey,8.5,USD,P008908,"$75,000,000.00 ","$2,891,477.13 ","$72,108,522.87 ","$72,108,522.87 ",$0.00 ,11/15/1981,05/15/2000
IBRD11310,Zambia,8.5,USD,P003165,"$32,000,000.00 ","$154,789.77 ","$31,845,210.23 ","$31,845,210.23 ",$0.00 ,11/01/1979,05/01/1995
IBRD11320,Kenya,8.5,USD,P001244,"$10,000,000.00 ","$108,147.58 ","$9,891,852.42 ","$3,296,950.81 ","$6,594,901.61 ",10/01/1985,04/01/2000
IBRD11330,Kenya,8.5,USD,P001245,"$20,000,000.00 ","$20,795.30 ","$19,979,204.70 ","$19,979,204.70 ",$0.00 ,07/01/1979,01/01/1995
IBRD11340,Greece,8.5,USD,P008427,"$45,000,000.00 ","$8,144,309.81 ","$36,855,690.19 ","$34,865,964.76 ","$1,989,725.43 ",02/01/1981,08/01/1990
IBRD11350,Greece,8.5,USD,P008426,"$25,000,000.00 ",$0.00 ,"$25,000,000.00 ","$16,255,115.37 ","$8,744,884.63 ",08/01/1977,08/01/1987
IBRD11360,"Yugoslavia, former",8.5,USD,P009162,"$70,000,000.00 ","$70,000,000.00 ",$0.00 ,$0.00 ,$0.00 ,11/01/1977,05/01/2000
IBRD11370,Singapore,8.5,USD,P004645,"$25,000,000.00 ",$0.00 ,"$25,000,000.00 ","$11,790,077.72 ","$13,209,922.28 ",12/01/1979,06/01/1994
IBRD11380,Sierra Leone,8.5,USD,P002392,"$5,000,000.00 ",$0.00 ,"$5,000,000.00 ","$5,000,000.00 ",$0.00 ,09/01/1980,03/01/2000
IBRD11390,Indonesia,8.5,USD,P003754,"$68,000,000.00 ","$2,618.15 ","$67,997,381.85 ","$62,404,540.69 ","$5,592,841.16 ",03/15/1979,09/15/1990
IBRD11400,Fiji,8.5,USD,P003678,"$5,000,000.00 ",$0.00 ,"$5,000,000.00 ","$4,864,210.31 ","$135,789.69 ",09/01/1980,03/01/1995
IBRD11410,Spain,8.5,USD,P037493,"$33,000,000.00 ",$0.00 ,"$33,000,000.00 ","$27,962,153.18 ","$5,037,846.82 ",10/01/1980,04/01/1990
IBRD11420,Dominican Republic,8.5,USD,P006981,"$8,000,000.00 ",$0.00 ,"$8,000,000.00 ","$8,000,000.00 ",$0.00 ,10/01/1985,04/01/2005
IBRD11430,Serbia,8.5,USD,P009168,"$19,897,748.00 ",$0.00 ,"$19,897,748.00 ","$19,897,748.00 ",$0.00 ,04/15/1979,04/15/1998
IBRD11438,Slovenia,8.5,USD,P009168,"$5,023,797.00 ",$0.00 ,"$5,023,797.00 ","$5,023,797.00 ",$0.00 ,04/15/1979,04/15/1998
IBRD11440,Syrian Arab Republic,8.5,USD,P005548,"$72,000,000.00 ","$4,406,639.12 ","$67,593,360.88 ","$66,543,488.03 ","$1,049,872.85 ",07/01/1978,01/01/2000
IBRD11450,"Korea, Republic of",8.5,USD,P004066,"$55,000,000.00 ","$120,336.34 ","$54,879,663.66 ","$54,879,663.66 ",$0.00 ,02/01/1977,02/01/1993
IBRD11460,Jamaica,8.5,USD,P007416,"$15,000,000.00 ",$0.00 ,"$15,000,000.00 ","$14,871,605.31 ","$128,394.69 ",10/15/1979,04/15/2000
IBRD11470,Kenya,8.5,USD,P001250,"$63,000,000.00 ","$5,611,560.94 ","$57,388,439.06 ","$57,388,439.06 ",$0.00 ,10/15/1979,04/15/2000
IBRD11480,Kenya,8.5,USD,P001248,"$10,000,000.00 ",$0.00 ,"$10,000,000.00 ","$10,000,000.00 ",$0.00 ,01/15/1978,01/15/1993
IBRD11490,Thailand,8.5,USD,P004684,"$95,000,000.00 ","$6,567,849.37 ","$88,432,150.63 ","$75,956,489.50 ","$12,475,661.13 ",12/01/1982,06/01/2005
IBRD11500,Liberia,8.5,USD,P001423,"$1,800,000.00 ",$0.00 ,"$1,800,000.00 ","$1,800,000.00 ",$0.00 ,02/01/1981,08/01/1995
IBRD11510,Brazil,8.5,USD,P006265,"$95,000,000.00 ","$384,051.75 ","$94,615,948.25 ","$94,565,948.25 ","$50,000.00 ",09/01/1979,09/01/1990
IBRD11520,Brazil,8.5,USD,P006272,"$60,000,000.00 ","$11,349,257.56 ","$48,650,742.44 ","$48,650,742.44 ",$0.00 ,12/15/1979,12/15/1990
IBRD11530,Brazil,8.5,USD,P006263,"$23,000,000.00 ",$0.00 ,"$23,000,000.00 ","$21,812,930.32 ","$1,187,069.68 ",11/15/1980,05/15/2000
IBRD11540,Philippines,8.5,USD,P004439,"$28,778,963.62 ",$0.00 ,"$28,778,963.62 ","$28,753,963.62 ","$25,000.00 ",04/15/1982,10/15/1999
IBRD11545,Philippines,8.5,USD,P004439,"$13,221,036.38 ",$0.00 ,"$13,221,036.38 ","$13,221,036.38 ",$0.00 ,04/15/1982,10/15/1999
IBRD11550,Tunisia,8.5,USD,P005620,"$8,900,000.00 ","$1,631,278.50 ","$7,268,721.50 ","$7,137,721.50 ","$131,000.00 ",09/15/1980,03/15/2000
IBRD11560,Liberia,8.5,USD,P001424,"$27,500,000.00 ","$515,777.35 ","$26,984,222.65 ","$26,984,222.65 ",$0.00 ,12/01/1980,06/01/2000
IBRD11570,Ecuador,8.5,USD,P007048,"$4,000,000.00 ","$186,752.01 ","$3,813,247.99 ","$3,813,247.99 ",$0.00 ,09/15/1980,03/15/2000
IBRD11580,Algeria,8.5,USD,P004881,"$40,000,000.00 ","$10,485,342.53 ","$29,514,657.47 ","$29,514,657.47 ",$0.00 ,11/15/1976,11/15/1993
IBRD11590,Algeria,8.5,USD,P004880,"$8,000,000.00 ","$1,249,286.31 ","$6,750,713.69 ","$6,750,713.69 ",$0.00 ,05/15/1978,11/15/1985
IBRD11600,Ireland,8.5,USD,P037401,"$27,429,501.37 ",$0.00 ,"$27,429,501.37 ","$27,429,501.37 ",$0.00 ,11/15/1976,05/15/1990
IBRD11605,Ireland,8.5,USD,P037401,"$2,570,498.63 ","$2,107,772.41 ","$462,726.22 ","$462,726.22 ",$0.00 ,11/15/1976,05/15/1990
IBRD11610,Cote d'Ivoire,8.5,USD,P001115,"$43,000,000.00 ",$0.00 ,"$43,000,000.00 ","$43,000,000.00 ",$0.00 ,11/15/1980,05/15/1995
IBRD11620,Cote d'Ivoire,8.5,USD,P001113,"$5,600,000.00 ","$1,029,364.08 ","$4,570,635.92 ","$4,275,635.92 ","$295,000.00 ",10/01/1978,04/01/1990
IBRD11630,Colombia,8.5,USD,P006739,"$21,000,000.00 ","$2,483,998.41 ","$18,516,001.59 ","$18,516,001.59 ",$0.00 ,12/01/1981,06/01/2005
IBRD11640,Nigeria,8,USD,P002026,"$21,000,000.00 ","$14,368.47 ","$20,985,631.53 ","$20,985,631.53 ",$0.00 ,01/15/1980,07/15/1994
IBRD11650,Greece,8.5,USD,P008428,"$40,000,000.00 ","$14,154,110.61 ","$25,845,889.39 ","$24,467,297.35 ","$1,378,592.04 ",08/01/1981,08/01/1990
IBRD11660,Uruguay,8.5,USD,P008120,"$17,000,000.00 ",$0.00 ,"$17,000,000.00 ","$17,000,000.00 ",$0.00 ,03/01/1981,09/01/1990
IBRD11670,Kenya,8.5,USD,P001251,"$35,000,000.00 ",$0.00 ,"$35,000,000.00 ","$35,000,000.00 ",$0.00 ,11/01/1980,05/01/2000
IBRD11680,Mauritius,8.5,USD,P001885,"$7,500,000.00 ","$435,836.01 ","$7,064,163.99 ","$7,064,163.99 ",$0.00 ,06/15/1982,12/15/2000
IBRD11690,Romania,8.5,USD,P008696,"$40,000,000.00 ",$0.00 ,"$40,000,000.00 ","$37,918,250.49 ","$2,081,749.51 ",09/01/1980,03/01/1995
IBRD11700,Romania,8.5,USD,P008698,"$20,000,000.00 ",$0.00 ,"$20,000,000.00 ","$18,194,719.33 ","$1,805,280.67 ",11/15/1978,05/15/1995
IBRD11710,Brazil,8.5,USD,P006277,"$75,000,000.00 ","$71,201.34 ","$74,928,798.66 ","$74,928,798.66 ",$0.00 ,03/15/1981,09/15/2000
IBRD11720,Tanzania,8.5,USD,P002701,"$15,000,000.00 ","$415,343.47 ","$14,584,656.53 ","$14,584,656.53 ",$0.00 ,04/01/1978,10/01/1995
IBRD11730,Croatia,8.5,USD,P009167,"$49,000,000.00 ","$582,000.00 ","$48,418,000.00 ","$48,368,000.00 ","$50,000.00 ",11/15/1979,05/15/1993
IBRD11740,Botswana,8.5,USD,P000135,"$5,800,000.00 ","$731,204.57 ","$5,068,795.43 ","$5,068,795.43 ",$0.00 ,03/01/1979,09/01/1998
